node_aa,grid_id,chi_hat,l_r_hat,l_f_hat
60,sq_11_45,1.0000464155125217,1.0000789805418728,1.000091362599807
61,sq_11_46,1.0000464155125217,1.0000789805418715,1.0000913625998065
62,sq_11_47,1.0000464155125217,1.0000789805418717,1.000091362599807
63,sq_11_48,1.0000464155125217,1.0000789805418728,1.0000913625998067
64,sq_11_49,1.0000464155125217,1.0000789805418722,1.0000913625998062
65,sq_11_50,1.0000464155125217,1.0000789805418713,1.0000913625998071
66,sq_11_51,1.0000464155125217,1.0000789805418713,1.0000913625998067
67,sq_11_52,1.0000464155125217,1.0000804834938208,1.0000916918422031
68,sq_11_53,1.0000464155125217,1.0000817697088265,1.0000912448807782
69,sq_11_54,1.0000464155125217,1.00007898054187,1.0000913625998076
70,sq_12_20,1.0000464155125217,1.0000790257937489,1.0000914252441917
71,sq_12_21,1.0000464155125217,1.0000790810286553,1.0000914381690285
72,sq_12_22,1.0000464155125217,1.0000636425042448,1.000111445212254
73,sq_12_23,1.0000464155125217,0.9904667864525778,1.0058619913817048
74,sq_12_25,1.0000464155125217,0.9999073722517602,1.0001739704607326
75,sq_12_26,1.0000464155125217,1.000079024098259,1.0000917205104647
76,sq_12_27,1.0000464155125217,1.0000790520069567,1.0000915695321946
77,sq_12_28,1.0000464155125217,1.0000791373903166,1.0000914160342569
78,sq_12_29,1.0000464155125217,1.0000789805418713,1.0000913625998071
79,sq_12_30,1.0000464155125217,1.000081717020624,1.0000909459888492
80,sq_12_31,1.0000464155125217,1.0000789805418724,1.0000913625998071
81,sq_12_32,1.0000464155125217,1.0000792803063496,1.0000913680607857
82,sq_12_33,1.0000464155125217,1.0000791157129827,1.000091374558706
83,sq_12_34,1.0000464155125217,1.0000830287792564,1.0000891099099132
84,sq_12_35,1.0000464155125217,1.000568587148246,0.9998473236418169
85,sq_12_36,1.0000464155125217,1.0000789805418728,1.0000913625998062
86,sq_12_39,1.0000464155125217,0.9831073155859205,1.0111264093517085
87,sq_12_40,1.0000464155125217,0.9999606766326605,1.000164766288758
88,sq_12_41,1.0000464155125217,1.0000802401111901,1.0000914139565442
89,sq_12_42,1.0000464155125217,1.0000782647115247,1.0000923379663693
90,sq_12_43,1.0000464155125217,0.999813231351051,1.0004641724800454
91,sq_12_44,1.0000464155125217,1.0000789805418708,1.0000913625998067
92,sq_12_45,1.0000464155125217,1.0000774845433154,1.00009442210171
93,sq_12_46,1.0000464155125217,1.0000804180973055,1.0000922339825944
94,sq_12_47,1.0000464155125217,1.0000804533107956,1.0000916145318113
95,sq_12_48,1.0000464155125217,1.0000825076469186,1.000091016218138
96,sq_12_50,1.0000464155125217,1.000079198861121,1.0000916587368958
97,sq_12_51,1.0000464155125217,1.000079350796058,1.000091760373829
98,sq_12_52,1.0000464155125217,1.0000811736301956,1.0000914653383997
99,sq_12_53,1.0000464155125217,1.0000814813170733,1.0000919695731272
100,sq_12_54,1.0000464155125217,1.000080422133392,1.000092556122559
101,sq_13_10,1.0000464155125217,1.0000845619588978,1.0001110757903908
102,sq_13_11,1.0000464155125217,1.0000789805418724,1.0000913625998065
103,sq_13_12,1.0000464155125217,1.0000745517296876,1.0001136160316093
104,sq_13_20,1.0000464155125217,1.000079045047454,1.0000914397189076
105,sq_13_21,1.0000464155125217,1.0000791137252019,1.0000914159875294
106,sq_13_22,1.0000464155125217,1.000079125989985,1.000091617926091
107,sq_13_23,1.0000464155125217,1.0000790778820483,1.0000913918938878
108,sq_13_24,1.0000464155125217,1.0000789805418724,1.0000913625998065
109,sq_13_25,1.0000464155125217,1.0000789805418722,1.0000913625998065
110,sq_13_26,1.0000464155125217,1.0000789805418726,1.0000913625998062
111,sq_13_27,1.0000464155125217,1.0000789805418717,1.0000913625998065
112,sq_13_28,1.0000464155125217,1.000078980541872,1.0000913625998065
113,sq_13_29,1.0000464155125217,1.000078980541872,1.0000913625998067
114,sq_13_30,1.0000464155125217,1.0000789805418715,1.000091362599807
115,sq_13_31,1.0000464155125217,1.000078980541872,1.000091362599807
116,sq_13_32,1.0000464155125217,1.0000789805418722,1.000091362599806
117,sq_13_33,1.0000464155125217,1.000078980541872,1.0000913625998067
118,sq_13_34,1.0000464155125217,1.0000789805418724,1.0000913625998062
119,sq_13_35,1.0000464155125217,1.0000789805418713,1.0000913625998071
120,sq_13_36,1.0000464155125217,1.0000789805418728,1.0000913625998062
121,sq_13_37,1.0000464155125217,1.0000789805418717,1.0000913625998065
122,sq_13_38,1.0000464155125217,1.0000789805418726,1.000091362599807
123,sq_13_39,1.0000464155125217,1.0000789805418717,1.0000913625998065
124,sq_13_41,1.0000464155125217,1.000079119953748,1.000091529096564
125,sq_13_42,1.0000464155125217,1.000079001151318,1.000091539650397
126,sq_13_43,1.0000464155125217,1.0000788568571164,1.0000919423015313
127,sq_13_44,1.0000464155125217,0.9999335841547266,1.0001631634338333
128,sq_13_45,1.0000464155125217,1.0000789805418717,1.0000913625998065
129,sq_13_46,1.0000464155125217,1.0000792349611416,1.000093302327643
130,sq_13_47,1.0000464155125217,1.0000792899284978,1.0000915929152194
131,sq_13_48,1.0000464155125217,1.0000808989102028,1.0000919651677174
132,sq_13_49,1.0000464155125217,1.0000815149480478,1.0000914517606223
133,sq_13_50,1.0000464155125217,1.000079310528608,1.0000920822657857
134,sq_13_51,1.0000464155125217,1.0000789805418715,1.000091362599807
135,sq_13_52,1.0000464155125217,1.0000988677941853,1.0000853980801974
136,sq_13_53,1.0000464155125217,1.0001818936709628,1.0000506038501975
137,sq_13_54,1.0000464155125217,1.0035894291757685,0.9985133066404444
138,sq_13_9,1.0000464155125217,1.099602778355511,0.9393286542863679
139,sq_14_10,1.0000464155125217,1.9726342761850904,0.532669765234085
140,sq_14_11,1.0000464155125217,1.197938934085852,0.7972058394105319
141,sq_14_12,1.0000464155125217,1.000067042970736,1.0001249693103327
142,sq_14_19,1.0000464155125217,1.0000789805418728,1.0000913625998067
143,sq_14_20,1.0000464155125217,1.0000789805418715,1.000091362599807
144,sq_14_21,1.0000464155125217,0.9143430730753285,1.11692865176432
145,sq_14_22,1.0000464155125217,1.0000789805418724,1.0000913625998065
146,sq_14_23,1.0000464155125217,0.999961606893982,1.0002377145979247
147,sq_14_24,1.0000464155125217,1.0000789995976098,1.0000915401960346
148,sq_14_25,1.0000464155125217,1.000105132002749,1.0000779773506348
149,sq_14_26,1.0000464155125217,1.0000790096604644,1.0000913862078946
150,sq_14_27,1.0000464155125217,1.0000790142669167,1.0000913499400566
151,sq_14_28,1.0000464155125217,1.0000790688204704,1.000091408970416
152,sq_14_29,1.0000464155125217,1.0000790329110063,1.0000913830600364
153,sq_14_30,1.0000464155125217,1.000092385781124,1.0000951718883875
154,sq_14_31,1.0000464155125217,1.000079042056818,1.0000915747389296
155,sq_14_32,1.0000464155125217,1.0000789805418722,1.0000913625998058
156,sq_14_33,1.0000464155125217,1.0000789805418724,1.0000913625998062
157,sq_14_34,1.0000464155125217,1.0000790215136874,1.0000913803700768
158,sq_14_35,1.0000464155125217,1.0000791822946506,1.0000913769921507
159,sq_14_36,1.0000464155125217,1.0000791675225766,1.000091867242227
160,sq_14_37,1.0000464155125217,1.000078910482679,1.0000917002430683
161,sq_14_38,1.0000464155125217,1.0000780566908034,1.0000938744599694
162,sq_14_39,1.0000464155125217,1.0000789805418717,1.0000913625998065
163,sq_14_40,1.0000464155125217,1.0000789805418726,1.0000913625998062
164,sq_14_41,1.0000464155125217,1.0000789805418717,1.0000913625998062
165,sq_14_42,1.0000464155125217,1.0000789805418722,1.0000913625998065
166,sq_14_43,1.0000464155125217,1.0000795060115826,1.0000912514027807
167,sq_14_44,1.0000464155125217,1.0000801594482502,1.000091210101921
168,sq_14_45,1.0000464155125217,1.00007906352465,1.000091477119097
169,sq_14_46,1.0000464155125217,1.000078980541872,1.000091362599807
170,sq_14_47,1.0000464155125217,1.0000789805418713,1.0000913625998067
171,sq_14_48,1.0000464155125217,1.000078980541872,1.000091362599807
172,sq_14_50,1.0000464155125217,1.0000789805418717,1.000091362599806
173,sq_14_51,1.0000464155125217,1.0000789805418717,1.0000913625998067
174,sq_14_52,1.0000464155125217,1.0000789805418717,1.000091362599807
175,sq_14_53,1.0000464155125217,1.0000789805418724,1.0000913625998074
176,sq_14_54,1.0000464155125217,1.000078980541872,1.0000913625998065
177,sq_14_7,1.0000464155125217,1.000090032850079,1.0001018569987121
178,sq_14_8,1.0000464155125217,1.0000860328207013,1.000102381645011
179,sq_14_9,1.0000464155125217,1.0001163056144482,1.0000952697944494
180,sq_15_0,1.0000464155125217,1.0000949316808805,1.0001783816993466
181,sq_15_12,1.0000464155125217,1.0000814631166315,1.0001157501555822
182,sq_15_13,1.0000464155125217,1.00009765749097,1.0001001266512048
183,sq_15_2,1.0000464155125217,1.0001182426466684,1.0001481036929885
184,sq_15_20,1.0000464155125217,1.0000793217914803,1.000091465972932
185,sq_15_21,1.0000464155125217,1.0000830088383892,1.0000933215393957
186,sq_15_22,1.0000464155125217,1.0000797713587897,1.0000915197708318
187,sq_15_23,1.0000464155125217,1.000078980541872,1.0000913625998067
188,sq_15_24,1.0000464155125217,1.0000793088250193,1.0000916121555732
189,sq_15_25,1.0000464155125217,1.0000791590764975,1.0000915171588582
190,sq_15_26,1.0000464155125217,1.0000870214644553,1.0000871674469283
191,sq_15_27,1.0000464155125217,1.0001195587336096,1.000064208939391
192,sq_15_28,1.0000464155125217,1.0009998179438866,0.9996272819796628
193,sq_15_29,1.0000464155125217,1.0000793187261634,1.000091179191681
194,sq_15_3,1.0000464155125217,1.0000823208954022,1.0001376532219612
195,sq_15_30,1.0000464155125217,1.0000800608714473,1.0000942526135528
196,sq_15_31,1.0000464155125217,1.000153751191636,1.0000216586296726
197,sq_15_32,1.0000464155125217,1.0112085772982482,0.9900558998387193
198,sq_15_33,1.0000464155125217,1.0000789805418728,1.0000913625998065
199,sq_15_34,1.0000464155125217,1.0000789805418722,1.0000913625998065
200,sq_15_35,1.0000464155125217,0.9986764534345339,1.0004276682262445
201,sq_15_36,1.0000464155125217,1.0076534706981435,0.992793227828859
202,sq_15_37,1.0000464155125217,1.0000855126016637,1.0000873673276953
203,sq_15_38,1.0000464155125217,1.000078997273124,1.0000915090200213
204,sq_15_39,1.0000464155125217,1.000079137435079,1.0000913387053185
205,sq_15_40,1.0000464155125217,1.0000789828842698,1.000091391825268
206,sq_15_41,1.0000464155125217,1.000079020438056,1.000091382271154
207,sq_15_42,1.0000464155125217,1.0000790698156732,1.0000913847178432
208,sq_15_43,1.0000464155125217,1.0000791210809992,1.000091369338777
209,sq_15_44,1.0000464155125217,1.0000789805418715,1.000091362599807
210,sq_15_45,1.0000464155125217,1.000079882908504,1.0000917505714704
211,sq_15_46,1.0000464155125217,1.000079787199965,1.0000918226527258
212,sq_15_47,1.0000464155125217,1.0000791640226963,1.0000914519446513
213,sq_15_48,1.0000464155125217,1.0000808935631955,1.0000912912985722
214,sq_15_49,1.0000464155125217,1.0000790888336843,1.0000918135460133
215,sq_15_50,1.0000464155125217,1.0000789805418713,1.000091362599807
216,sq_15_51,1.0000464155125217,1.000078980541871,1.0000913625998076
217,sq_15_52,1.0000464155125217,1.0000789805418726,1.0000913625998062
218,sq_15_53,1.0000464155125217,1.0000789805418708,1.000091362599808
219,sq_15_54,1.0000464155125217,1.0000809904128394,1.0000915290197925
220,sq_15_6,1.0000464155125217,1.0000789805418682,1.0000913625998076
221,sq_15_7,1.0000464155125217,1.0000789805418717,1.0000913625998067
222,sq_16_0,1.0000464155125217,1.000105577582333,1.0001158059299093
223,sq_16_1,1.0000464155125217,1.000109402647747,1.0001293791158898
224,sq_16_12,1.0000464155125217,1.0001121178413874,1.000114089546034
225,sq_16_13,1.0000464155125217,1.0000789805418724,1.0000913625998062
226,sq_16_2,1.0000464155125217,1.0000789805418708,1.0000913625998074
227,sq_16_20,1.0000464155125217,1.0000789805418702,1.0000913625998082
228,sq_16_21,1.0000464155125217,1.0000789805418724,1.0000913625998065
229,sq_16_22,1.0000464155125217,1.0000789805418726,1.0000913625998065
230,sq_16_23,1.0000464155125217,1.000078980541872,1.0000913625998071
231,sq_16_24,1.0000464155125217,1.0000791158287996,1.00009153555487
232,sq_16_25,1.0000464155125217,1.000078980541872,1.000091362599807
233,sq_16_26,1.0000464155125217,1.0000796089517463,1.0000914498142772
234,sq_16_27,1.0000464155125217,1.0000790375635868,1.0000915717365255
235,sq_16_28,1.0000464155125217,1.0000793018815406,1.0000913755902208
236,sq_16_29,1.0000464155125217,1.0000792387676427,1.000091398607148
237,sq_16_3,1.0000464155125217,1.0000919990555537,1.000107249646598
238,sq_16_30,1.0000464155125217,1.00008259075557,1.000099470013195
239,sq_16_31,1.0000464155125217,1.0000793425694017,1.0000913150610575
240,sq_16_32,1.0000464155125217,1.0000790798544772,1.0000913795726112
241,sq_16_33,1.0000464155125217,1.000079019017041,1.0000914116788049
242,sq_16_34,1.0000464155125217,1.0000790292868547,1.000091409546398
243,sq_16_35,1.0000464155125217,1.000078980541872,1.0000913625998065
244,sq_16_36,1.0000464155125217,1.0000793526801337,1.0000913427883324
245,sq_16_37,1.0000464155125217,1.000079140785891,1.00009139645835
246,sq_16_38,1.0000464155125217,1.0000794382365843,1.0000915949464444
247,sq_16_39,1.0000464155125217,1.0000820762250697,1.00008923972576
248,sq_16_4,1.0000464155125217,1.0081010413208826,0.9930110364472249
249,sq_16_40,1.0000464155125217,1.0002053811950504,0.9998966132675119
250,sq_16_41,1.0000464155125217,0.999921023419638,1.0003697718371294
251,sq_16_42,1.0000464155125217,1.0000709209065943,1.0001038493999608
252,sq_16_45,1.0000464155125217,1.0000795451113464,1.000092447445822
253,sq_16_46,1.0000464155125217,1.0001602937369691,0.999970884125946
254,sq_16_47,1.0000464155125217,1.0000789805418717,1.0000913625998067
255,sq_16_48,1.0000464155125217,0.9988871459253328,1.0011354462043494
256,sq_16_5,1.0000464155125217,0.7917120973548142,1.2162554349836048
257,sq_16_50,1.0000464155125217,0.9881843759793649,1.009079664849777
258,sq_16_51,1.0000464155125217,0.9995758456156214,1.0008007788555986
259,sq_16_52,1.0000464155125217,1.0000763119128688,1.0000938145109806
260,sq_16_54,1.0000464155125217,1.0000812260026046,1.0000918642459287
261,sq_16_55,1.0000464155125217,1.0000816755018636,1.0000912974387384
262,sq_16_56,1.0000464155125217,1.0000825383052894,1.000091688918964
263,sq_16_6,1.0000464155125217,1.0000887531925982,1.0000998175549032
264,sq_17_13,1.0000464155125217,1.0000789805418706,1.0000913625998071
265,sq_17_14,1.0000464155125217,1.0000789805418726,1.0000913625998062
266,sq_17_15,1.0000464155125217,1.0000855518367293,1.000100154916965
267,sq_17_16,1.0000464155125217,1.0000833770625868,1.0000933276433701
268,sq_17_17,1.0000464155125217,1.0000847012813365,1.0000955615463196
269,sq_17_18,1.0000464155125217,1.0000797186432577,1.0000924811241594
270,sq_17_20,1.0000464155125217,1.000079894259469,1.0000914247537305
271,sq_17_21,1.0000464155125217,1.0000789805418713,1.0000913625998078
272,sq_17_22,1.0000464155125217,1.0000789805418724,1.0000913625998062
273,sq_17_23,1.0000464155125217,1.000079480549922,1.0000916166940554
274,sq_17_24,1.0000464155125217,1.0000795359551489,1.0000915895861224
275,sq_17_25,1.0000464155125217,1.0000790538166837,1.0000916365707884
276,sq_17_26,1.0000464155125217,1.0000790043743106,1.0000913878812332
277,sq_17_27,1.0000464155125217,1.0000789805418722,1.0000913625998062
278,sq_17_28,1.0000464155125217,1.000078980541872,1.0000913625998065
279,sq_17_29,1.0000464155125217,1.0000789805418717,1.0000913625998067
280,sq_17_31,1.0000464155125217,1.0000792272304875,1.000091458424413
281,sq_17_32,1.0000464155125217,1.0000790272438136,1.0000913983289526
282,sq_17_33,1.0000464155125217,1.0000789805418724,1.0000913625998062
283,sq_17_34,1.0000464155125217,1.0000789805418717,1.0000913625998065
284,sq_17_35,1.0000464155125217,1.0000789805418724,1.0000913625998065
285,sq_17_36,1.0000464155125217,1.0000789805418724,1.0000913625998062
286,sq_17_37,1.0000464155125217,1.0000789805418724,1.0000913625998062
287,sq_17_38,1.0000464155125217,1.0000789805418726,1.0000913625998065
288,sq_17_39,1.0000464155125217,1.0000790190020348,1.0000913867096737
289,sq_17_40,1.0000464155125217,1.000078935387908,1.0000914893384651
290,sq_17_41,1.0000464155125217,1.000078974598978,1.0000914285146505
291,sq_17_42,1.0000464155125217,1.000079057300856,1.0000913800451248
292,sq_17_43,1.0000464155125217,1.0000792442710351,1.0000913835154417
293,sq_17_44,1.0000464155125217,1.000079223629091,1.000099920287833
294,sq_17_45,1.0000464155125217,1.0000797593145632,1.0000912675585976
295,sq_17_47,1.0000464155125217,1.0000795624709318,1.00009167696952
296,sq_17_48,1.0000464155125217,1.0000815230338802,1.0000910837242565
297,sq_17_49,1.0000464155125217,1.0000797568336761,1.0000919435645363
298,sq_17_50,1.0000464155125217,1.0000810018124788,1.000092057335502
299,sq_17_51,1.0000464155125217,1.0000803692844842,1.0000921153613587
300,sq_17_52,1.0000464155125217,1.0000801583911358,1.0000914293061562
301,sq_17_53,1.0000464155125217,1.000079630957524,1.0000937274209096
302,sq_17_54,1.0000464155125217,1.0000808385483224,1.0000911016974572
303,sq_17_55,1.0000464155125217,1.0012551721877812,0.9994434018861024
304,sq_18_13,1.0000464155125217,1.0794807910025654,0.9364103495615205
305,sq_18_14,1.0000464155125217,1.5789511065158084,0.6440774517377681
306,sq_18_15,1.0000464155125217,0.8086100472512561,1.1789166350414513
307,sq_18_16,1.0000464155125217,0.9798266261510035,1.0339718116731718
308,sq_18_17,1.0000464155125217,0.9997373445038767,1.000578928039315
309,sq_18_18,1.0000464155125217,1.00006492461806,1.0001262708968643
310,sq_18_19,1.0000464155125217,1.0000789805418724,1.0000913625998062
311,sq_18_20,1.0000464155125217,1.0001115668583735,1.0000435446940268
312,sq_18_21,1.0000464155125217,1.0012933489623805,0.9961823113104228
313,sq_18_22,1.0000464155125217,1.1731211617430608,0.8761476225070682
314,sq_18_25,1.0000464155125217,0.9651191004403087,1.0173704755227153
315,sq_18_26,1.0000464155125217,1.0000388421549204,1.0001229763451422
316,sq_18_27,1.0000464155125217,1.000079072688361,1.0000914692064282
317,sq_18_28,1.0000464155125217,1.0000790590429671,1.0000913757436223
318,sq_18_29,1.0000464155125217,1.0000791595723557,1.000091599910233
319,sq_18_30,1.0000464155125217,1.0000792579911668,1.0000913976640253
320,sq_18_31,1.0000464155125217,1.000078963101438,1.0000914504938618
321,sq_18_32,1.0000464155125217,1.0000789805418724,1.0000913625998065
322,sq_18_33,1.0000464155125217,1.000079018632867,1.0000914073923408
323,sq_18_34,1.0000464155125217,1.000079000355788,1.0000914307979178
324,sq_18_35,1.0000464155125217,1.0000790164115476,1.0000914244223866
325,sq_18_36,1.0000464155125217,1.0000790090343068,1.0000913726356253
326,sq_18_37,1.0000464155125217,1.0000790750503523,1.0000913533989162
327,sq_18_38,1.0000464155125217,1.0000789805418722,1.0000913625998067
328,sq_18_39,1.0000464155125217,1.000079178080378,1.0000913801103266
329,sq_18_40,1.0000464155125217,1.0000791283162156,1.000091336482405
330,sq_18_41,1.0000464155125217,1.0000789805418715,1.0000913625998067
331,sq_18_42,1.0000464155125217,1.0000789805418728,1.0000913625998067
332,sq_18_43,1.0000464155125217,1.0000791699977938,1.000091481575194
333,sq_18_44,1.0000464155125217,1.0000791790140215,1.0000914249469155
334,sq_18_45,1.0000464155125217,1.0000789805418722,1.0000913625998065
335,sq_18_46,1.0000464155125217,1.000078980541873,1.000091362599806
336,sq_18_47,1.0000464155125217,1.0000791181030932,1.0000914720056227
337,sq_18_48,1.0000464155125217,1.0000806775989919,1.0000911268249675
338,sq_18_50,1.0000464155125217,1.0000789805418713,1.0000913625998071
339,sq_18_52,1.0000464155125217,1.0000789805418713,1.0000913625998071
340,sq_18_54,1.0000464155125217,1.0000789805418728,1.0000913625998076
341,sq_19_20,1.0000464155125217,1.0000789805418704,1.0000913625998076
342,sq_19_25,1.0000464155125217,1.000078980541872,1.0000913625998071
343,sq_19_26,1.0000464155125217,1.0000789805418724,1.000091362599807
344,sq_19_27,1.0000464155125217,1.000079222135151,1.0000914050243634
345,sq_19_28,1.0000464155125217,1.0000790194909799,1.0000913824046238
346,sq_19_29,1.0000464155125217,1.0000790784466411,1.0000914748779892
347,sq_19_30,1.0000464155125217,1.0000790164915552,1.0000914103677776
348,sq_19_31,1.0000464155125217,1.000079049519379,1.0000913629023256
349,sq_19_32,1.0000464155125217,1.0000790125173211,1.0000913647451544
350,sq_19_33,1.0000464155125217,1.0000789968095587,1.000091370787475
351,sq_19_34,1.0000464155125217,1.0000790103949548,1.0000913791670238
352,sq_19_35,1.0000464155125217,1.000078993835775,1.000091366321591
353,sq_19_36,1.0000464155125217,1.0000789984466167,1.000091366955371
354,sq_19_37,1.0000464155125217,1.0000790085287456,1.0000913617886633
355,sq_19_38,1.0000464155125217,1.0000790234544736,1.0000913730539227
356,sq_19_39,1.0000464155125217,1.0000790467276517,1.0000914103596419
357,sq_19_40,1.0000464155125217,1.0000790966906647,1.0000913655072272
358,sq_19_41,1.0000464155125217,1.0000790423466195,1.0000914549625104
359,sq_19_42,1.0000464155125217,1.0000799050488225,1.0000909647772174
360,sq_19_43,1.0000464155125217,1.0002040121761513,1.0000131975484308
361,sq_19_44,1.0000464155125217,1.0009656195503764,0.9994332691655351
362,sq_19_45,1.0000464155125217,1.0000789687513982,1.000091788713362
363,sq_19_46,1.0000464155125217,0.9999449535040343,1.0003457078088922
364,sq_19_47,1.0000464155125217,1.0000788379535512,1.0000916856544733
365,sq_19_48,1.0000464155125217,1.0000789697628094,1.0000915980405394
366,sq_19_49,1.0000464155125217,1.000079616145082,1.000091590486455
367,sq_19_50,1.0000464155125217,1.000079226694028,1.000091694900516
368,sq_19_51,1.0000464155125217,1.000097935584613,1.0000647941310112
369,sq_19_52,1.0000464155125217,1.0022082802422276,0.9986160438203311
370,sq_19_53,1.0000464155125217,1.0000789805418704,1.0000913625998074
371,sq_1_33,1.0000464155125217,1.0000705687070024,1.0000995853063959
372,sq_20_20,1.0000464155125217,1.0000889139794784,1.0000943164328673
373,sq_20_21,1.0000464155125217,1.0001112192224402,1.0001096320555403
374,sq_20_22,1.0000464155125217,1.0000794386017378,1.0000920587449
375,sq_20_23,1.0000464155125217,1.0000789805418706,1.0000913625998078
376,sq_20_24,1.0000464155125217,1.000079009351106,1.000096321062427
377,sq_20_25,1.0000464155125217,1.0000799379129477,1.0000945995711317
378,sq_20_26,1.0000464155125217,1.0000795133642482,1.0000928613578879
379,sq_20_27,1.0000464155125217,1.0000790872301535,1.0000913907589033
380,sq_20_28,1.0000464155125217,1.0000789805418722,1.0000913625998065
381,sq_20_29,1.0000464155125217,1.0000790808957982,1.0000913964976361
382,sq_20_30,1.0000464155125217,1.000079041507747,1.0000913826274653
383,sq_20_31,1.0000464155125217,1.0000790195088995,1.000091357742671
384,sq_20_32,1.0000464155125217,1.0000789909055252,1.0000913778903608
385,sq_20_33,1.0000464155125217,1.000078980541872,1.0000913625998067
386,sq_20_34,1.0000464155125217,1.0000789805418726,1.0000913625998067
387,sq_20_35,1.0000464155125217,1.0000789805418722,1.0000913625998065
388,sq_20_36,1.0000464155125217,1.0000789805418726,1.0000913625998065
389,sq_20_37,1.0000464155125217,1.000078980541872,1.000091362599807
390,sq_20_38,1.0000464155125217,1.0000789805418724,1.0000913625998062
391,sq_20_39,1.0000464155125217,1.0000789940662849,1.0000913815979373
392,sq_20_40,1.0000464155125217,1.0000790216923643,1.0000913776002112
